City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,san fernando,15.0286,120.6898,27.85,62,94,4.33,PH,1675304284
304,boca da mata,-9.6452,-36.2117,22.73,92,20,1.71,BR,1675304562
305,shumyachi,53.8583,32.4242,-1.75,95,100,4.69,RU,1675304562
306,charters towers,-20.1,146.2667,34.15,34,43,4.4,AU,1675304563
307,gat,31.61,34.7642,11.71,100,100,6.79,IL,1675304316
308,sur,22.5667,59.5289,18.36,72,3,2.38,OM,1675304563
309,kruisfontein,-34.0033,24.7314,14.94,76,31,2.73,ZA,1675304563
310,beyneu,45.3167,55.2,-1.1,79,16,3.66,KZ,1675304564
311,naze,28.3667,129.4833,16.51,80,100,5.5,JP,1675304564
312,richards bay,-28.783,32.0377,22.82,87,9,4.04,ZA,1675304393
313,haileybury,47.449,-79.6373,-10.68,87,18,4.93,CA,1675304565
314,emba,48.8264,58.1442,-9.88,77,100,4.47,KZ,1675304565
315,dudinka,69.4058,86.1778,-13.54,95,100,5.38,RU,1675304019
316,kavaratti,10.5669,72.642,26.67,76,92,4.64,IN,1675304437
317,coquimbo,-29.9533,-71.3436,17.85,82,0,0.51,CL,1675304566
318,kaitangata,-46.2817,169.8464,22.27,70,80,2.18,NZ,1675304566
319,caledon,-34.23,19.4265,16.15,84,67,1.46,ZA,1675304566
320,murwillumbah,-28.3167,153.4,28.88,69,75,4.63,AU,1675304567
321,dukhovshchina,55.1919,32.4111,-2.91,96,100,4.42,RU,1675304567
322,vestmannaeyjar,63.4427,-20.2734,3.13,85,100,15.92,IS,1675303985
323,yumen,40.2833,97.2,-5.24,37,100,2.2,CN,1675304364
324,souillac,-20.5167,57.5167,24.21,94,40,1.03,MU,1675304391
325,huarmey,-10.0681,-78.1522,22.42,79,100,2.61,PE,1675304568
326,avarua,-21.2078,-159.775,23.03,94,75,2.06,CK,1675304568
327,yenagoa,4.9247,6.2642,25.36,87,4,1.43,NG,1675304420
328,paamiut,61.994,-49.6678,-11.45,78,94,3.37,GL,1675304389
329,mokhsogollokh,61.4681,128.9203,-26.11,97,100,0.41,RU,1675304569
330,butembo,0.15,29.2833,13.15,91,25,1.36,CD,1675304569
331,lucapa,-8.4192,20.7447,17.91,97,99,1.07,AO,1675304569
332,pajapan,18.25,-94.7,21.14,89,12,3.79,MX,1675304570
333,pala,9.3642,14.9046,23.24,21,0,3.48,TD,1675304033
334,zapolyarnyy,69.4154,30.8136,-3.4,89,100,3.72,RU,1675304570
335,pimentel,-6.8367,-79.9342,26.16,57,0,3.6,PE,1675304570
336,itaituba,-4.2761,-55.9836,22.1,100,100,0.88,BR,1675304571
337,cravo norte,6.3017,-70.2041,26.54,37,5,2.7,CO,1675304571
338,lighthouse point,26.2756,-80.0873,25.01,79,0,3.6,US,1675304571
339,vidim,56.4088,103.1106,-17.12,99,100,1.4,RU,1675304572
340,airai,-8.9266,125.4092,20.57,80,97,1.53,TL,1675304572
341,cap malheureux,-19.9842,57.6142,24.7,84,4,0.89,MU,1675304572
342,ures,29.4333,-110.4,12.25,70,65,1.85,MX,1675304573
343,flin flon,54.7682,-101.865,-26.41,88,100,4.96,CA,1675304470
344,trincomalee,8.5711,81.2335,24.6,88,100,8.83,LK,1675304573
345,tigil,57.8,158.6667,-14.45,82,61,1.91,RU,1675304574
346,talnakh,69.4865,88.3972,-13.77,96,100,3.72,RU,1675304574
347,lorengau,-2.0226,147.2712,29.69,62,74,2.03,PG,1675304368
348,manyana,-23.4,21.7167,21.2,71,100,2.52,BW,1675304329
349,salalah,17.0151,54.0924,23.05,56,75,2.06,OM,1675304575
350,moranbah,-22.0016,148.0466,34.54,36,13,4.06,AU,1675304575
351,ormara,25.2088,64.6357,18.76,50,0,2.0,PK,1675304575
352,grootfontein,-19.5667,18.1167,18.61,87,100,1.38,NA,1675304576
353,matadi,-5.8167,13.45,24.29,83,77,0.76,CD,1675304576
354,severo-kurilsk,50.6789,156.125,-4.59,62,44,2.67,RU,1675304577
355,mercedes,-34.6515,-59.4307,23.77,72,100,3.71,AR,1675304311
356,sokolo,14.7328,-6.1219,21.17,10,3,4.1,ML,1675304577
357,havoysund,70.9963,24.6622,-1.87,64,100,2.59,NO,1675304578
358,sringeri,13.4167,75.25,18.61,69,100,1.93,IN,1675304578
359,waddan,29.1614,16.139,12.31,62,100,2.43,LY,1675304578
360,kiili,59.3069,24.8378,1.62,93,100,4.12,EE,1675304579
361,calama,-22.4667,-68.9333,16.27,59,20,4.12,CL,1675304579
362,jinchang,38.4953,102.1739,-3.36,33,100,0.89,CN,1675303958
363,egvekinot,66.3167,-179.1667,-13.9,91,54,3.61,RU,1675303964
364,vila franca do campo,37.7167,-25.4333,11.23,82,100,2.9,PT,1675304029
365,sitka,57.0531,-135.33,3.94,75,100,3.09,US,1675304579
366,boyolangu,-8.1181,111.8935,26.81,78,100,0.47,ID,1675304580
367,lakes entrance,-37.8811,147.981,26.2,48,50,1.65,AU,1675304029
368,nantucket,41.2835,-70.0995,-1.59,78,0,0.0,US,1675304538
369,aguas belas,-9.1114,-37.1231,23.58,78,76,2.1,BR,1675304068
370,north myrtle beach,33.816,-78.68,10.07,87,100,4.63,US,1675304580
371,la asuncion,11.0333,-63.8628,23.55,84,2,5.41,VE,1675304037
372,rio gallegos,-51.6226,-69.2181,16.03,39,0,0.51,AR,1675304581
373,lypnyazhka,48.4469,31.0761,-2.34,95,74,3.12,UA,1675304581
374,theunissen,-28.411,26.7011,17.16,80,18,2.67,ZA,1675304582
375,pishin,30.5803,66.9961,6.5,43,8,1.97,PK,1675304582
376,port moresby,-9.4431,147.1797,30.68,66,40,7.72,PG,1675304582
377,visnes,59.3556,5.2242,3.79,87,100,4.63,NO,1675304583
378,jamalpur,24.9167,89.9333,16.36,48,52,3.2,BD,1675304583
379,mardan,34.2019,72.0525,11.52,38,100,1.9,PK,1675304583
380,brae,60.3964,-1.353,4.42,67,100,3.03,GB,1675304584
381,jacareacanga,-6.2222,-57.7528,22.7,98,100,1.02,BR,1675304584
382,itarema,-2.9248,-39.9167,25.72,82,100,5.84,BR,1675303831
383,curvelo,-18.7564,-44.4308,22.71,69,100,1.19,BR,1675304584
384,wick,58.4333,-3.0833,4.03,87,75,2.06,GB,1675304585
385,aguadilla,18.4275,-67.1541,24.64,87,2,1.34,PR,1675304585
386,husavik,66.0449,-17.3389,-5.81,92,100,4.02,IS,1675304387
387,colac,-38.3333,143.5833,18.43,45,74,9.62,AU,1675304355
388,chicama,-7.8447,-79.1469,21.3,67,40,1.63,PE,1675304586
389,gotsu,35.0,132.2167,5.93,70,100,4.23,JP,1675304586
390,fort frances,48.5999,-93.4003,-16.08,85,0,1.54,CA,1675304586
391,mount gambier,-37.8333,140.7667,13.12,76,100,7.77,AU,1675304587
392,lahij,13.1667,44.5833,18.36,79,4,1.09,YE,1675304587
393,inuvik,68.3499,-133.7218,-31.52,75,20,2.06,CA,1675304587
394,berbera,10.4396,45.0143,23.03,76,2,1.26,SO,1675304588
395,synya,65.3718,58.0387,-5.06,93,100,4.64,RU,1675304588
396,maragogi,-9.0122,-35.2225,25.43,80,15,2.16,BR,1675304588
397,cairns,-16.9167,145.7667,35.06,64,70,5.14,AU,1675304391
398,ostersund,63.1792,14.6357,-9.75,92,75,2.06,SE,1675304589
399,dunhua,43.3725,128.2425,-12.0,74,44,5.22,CN,1675304589
400,nome,64.5011,-165.4064,-5.96,86,100,4.12,US,1675304384
401,tukrah,32.5341,20.5791,13.35,66,98,3.29,LY,1675304378
402,ugoofaaru,5.6667,73.0,26.7,67,94,4.14,MV,1675304589
403,northam,51.0333,-4.2167,9.1,92,11,5.95,GB,1675304031
404,parana,-31.732,-60.5238,30.31,34,46,8.32,AR,1675304436
405,cape coast,5.1053,-1.2466,25.39,93,1,2.81,GH,1675304590
406,port shepstone,-30.7414,30.455,22.97,77,99,7.51,ZA,1675304590
407,melfi,40.9965,15.6514,5.83,90,1,2.9,IT,1675304591
408,kyshtovka,56.555,76.6271,-22.14,99,22,2.08,RU,1675304591
409,puerto escondido,15.85,-97.0667,26.46,69,0,0.0,MX,1675304401
410,hvide sande,56.0045,8.1294,4.49,77,6,10.51,DK,1675304591
411,mattawa,46.7379,-119.9028,-1.1,56,64,0.77,US,1675304592
412,lingao,19.9103,109.6859,22.54,77,7,5.04,CN,1675304592
413,tokur,53.1333,132.9,-27.8,93,99,0.81,RU,1675304592
414,panaba,21.2833,-88.2667,22.76,72,4,4.13,MX,1675304593
415,port augusta,-32.5,137.7667,22.68,35,0,7.43,AU,1675304022
416,mayor pablo lagerenza,-19.9309,-60.7718,23.93,92,88,2.1,PY,1675304593
417,ryotsu,38.0833,138.4333,2.75,60,95,8.93,JP,1675304593
418,saint george,37.1041,-113.5841,6.64,38,0,0.89,US,1675304416
419,luderitz,-26.6481,15.1594,17.1,78,45,8.19,NA,1675304594
420,bremerton,47.5673,-122.6326,6.94,73,0,1.54,US,1675304594
421,lakatoro,-16.0999,167.4164,29.2,72,44,1.89,VU,1675304595
422,salekhard,66.53,66.6019,-21.36,100,87,1.73,RU,1675304595
423,maple creek,49.9168,-109.4848,-13.77,78,100,5.66,CA,1675304595
424,hirado,33.3597,129.5531,9.66,58,100,7.5,JP,1675304596
425,port hawkesbury,45.6169,-61.3485,-7.23,81,0,2.06,CA,1675304308
426,abu samrah,35.3029,37.1841,5.34,85,100,8.08,SY,1675304596
427,prado,-17.3411,-39.2208,24.23,87,79,2.88,BR,1675304596
428,muros,42.7762,-9.0603,5.47,88,3,2.84,ES,1675304137
429,katima mulilo,-17.5,24.2667,19.13,97,100,1.05,NA,1675304597
430,paducah,37.0834,-88.6001,0.16,71,40,0.0,US,1675304434
431,hovd,48.0056,91.6419,-17.85,76,75,0.93,MN,1675304598
432,santa maria,-29.6842,-53.8069,26.61,78,20,8.23,BR,1675304598
433,analipsis,35.3167,25.5667,8.86,67,10,3.53,GR,1675304598
434,alamos,27.0167,-108.9333,12.14,58,29,1.6,MX,1675304568
435,alugan,12.2188,125.4808,27.02,84,32,5.97,PH,1675304599
436,faanui,-16.4833,-151.75,27.85,74,62,8.04,PF,1675304369
437,murillo,4.8739,-75.1715,7.28,87,60,1.24,CO,1675304599
438,itoman,26.1247,127.6694,21.43,78,75,2.57,JP,1675304600
439,goldsboro,35.3849,-77.9928,5.66,90,100,3.09,US,1675304600
440,ponta delgada,37.7333,-25.6667,11.4,76,20,3.09,PT,1675304013
441,boa vista,2.8197,-60.6733,25.99,69,0,4.63,BR,1675304004
442,lhokseumawe,5.1801,97.1507,25.67,82,100,1.82,ID,1675304601
443,sidi ali,36.0998,0.4206,7.26,72,0,2.64,DZ,1675304343
444,saint-georges,12.0564,-61.7485,22.82,83,20,0.0,GD,1675304453
445,saint anthony,45.0205,-93.218,-9.21,69,0,2.57,US,1675304601
446,tyssedal,60.1165,6.562,1.04,93,51,0.46,NO,1675304601
447,bobrovka,54.047,61.7455,-20.84,97,92,1.89,RU,1675304602
448,manga,11.6636,-1.0731,24.77,10,98,3.77,BF,1675304602
449,la maddalena,41.2142,9.4083,4.09,80,3,3.58,IT,1675304603
450,makarov,48.6333,142.8,-13.05,69,100,3.18,RU,1675304603
451,manacor,39.5696,3.2096,4.73,79,0,2.02,ES,1675304603
452,sjenica,43.2731,19.9994,-6.2,95,80,1.69,RS,1675304604
453,cururupu,-1.8283,-44.8683,22.97,97,100,1.11,BR,1675304417
454,changji,44.0167,87.3167,-15.56,85,9,1.0,CN,1675304604
455,tutoia,-2.7619,-42.2744,26.31,85,100,4.73,BR,1675304605
456,durban,-29.8579,31.0292,24.51,83,67,4.47,ZA,1675304456
457,kysyl-syr,63.8986,122.7617,-27.9,98,100,2.04,RU,1675304605
458,sawtell,-30.3833,153.1,32.88,74,1,9.26,AU,1675304374
459,nara,34.6851,135.8049,6.94,39,100,4.49,JP,1675304320
460,bairnsdale,-37.8333,147.6167,25.59,39,49,3.13,AU,1675304606
461,mar del plata,-38.0023,-57.5575,21.72,80,0,3.6,AR,1675304606
462,codrington,-38.2667,141.9667,12.84,89,100,8.84,AU,1675304606
463,chokurdakh,70.6333,147.9167,-23.5,98,100,1.67,RU,1675304607
464,mbandaka,0.0487,18.2603,22.44,75,28,1.75,CD,1675304607
465,wanaka,-44.7,169.15,18.14,93,100,1.8,NZ,1675304608
466,murray bridge,-35.1167,139.2667,18.4,60,90,10.32,AU,1675304409
467,oktyabrskoye,43.0645,44.7417,0.08,93,100,2.0,RU,1675304020
468,bazarnyye mataki,54.8833,49.9333,-14.42,88,97,3.2,RU,1675304608
469,covington,39.0837,-84.5086,-1.35,63,0,2.06,US,1675304608
470,zhezkazgan,47.8043,67.7144,-15.01,85,100,7.0,KZ,1675304609
471,pokrovsk,48.282,37.1758,-3.61,85,97,2.62,UA,1675304609
472,udarnyy,54.3409,42.8611,-3.89,96,100,2.69,RU,1675304609
473,bonthe,7.5264,-12.505,24.82,87,0,1.31,SL,1675304488
474,san quintin,30.4833,-115.95,13.68,59,0,3.15,MX,1675304610
475,russkaya polyana,49.417,31.9201,-1.44,92,90,3.43,UA,1675304610
476,inongo,-1.95,18.2667,22.6,85,52,2.59,CD,1675304611
477,kapuskasing,49.4169,-82.4331,-20.95,77,0,2.57,CA,1675304611
478,jinxiang,27.4327,120.6062,11.12,67,46,6.64,CN,1675304611
479,tianpeng,30.9866,103.9393,11.26,47,11,3.7,CN,1675304612
480,barra,-11.0894,-43.1417,26.9,57,96,3.13,BR,1675304612
481,fort dodge,42.4975,-94.168,-10.01,85,0,0.0,US,1675304580
482,ladispoli,41.9537,12.0735,10.28,75,97,2.69,IT,1675304613
483,hualmay,-11.0964,-77.6139,22.36,80,100,3.17,PE,1675304423
484,pombas,17.1503,-25.0201,19.88,72,98,6.88,CV,1675304613
485,tevriz,57.509,72.4042,-16.25,99,99,1.18,RU,1675304613
486,pangnirtung,66.1451,-65.7125,-29.59,77,100,1.18,CA,1675304614
487,prosvet,55.5703,65.0825,-18.81,97,80,2.07,RU,1675304614
488,mikun,62.3547,50.0771,-7.74,98,94,2.21,RU,1675304420
489,ust-ordynskiy,52.805,104.7508,-21.3,97,100,0.98,RU,1675304615
490,tevaitoa,-16.7833,-151.5,27.89,74,14,8.26,PF,1675304615
491,puerto del rosario,28.5004,-13.8627,17.86,59,0,9.77,ES,1675304615
492,baicheng,45.6167,122.8167,-11.17,51,0,2.63,CN,1675304616
493,clyde river,70.4692,-68.5914,-33.89,88,98,1.64,CA,1675304030
494,gryfino,53.2524,14.4883,4.25,90,100,11.83,PL,1675304616
495,evensk,61.95,159.2333,-17.62,88,98,1.84,RU,1675304616
496,phan thiet,10.9333,108.1,28.27,64,28,3.62,VN,1675304617
497,yarensk,62.1675,49.0916,-8.53,98,98,1.81,RU,1675304617
498,qiryat gat,31.61,34.7642,11.71,100,100,6.79,IL,1675304617
499,tuatapere,-46.1333,167.6833,24.18,59,100,1.9,NZ,1675304385
500,canutama,-6.5339,-64.3831,23.07,98,100,1.08,BR,1675304618
501,minbu,20.1833,94.8833,25.07,38,10,1.67,MM,1675304618
502,benghazi,32.1167,20.0667,14.41,61,100,4.31,LY,1675304618
503,lazaro cardenas,17.9583,-102.2,23.77,73,3,1.8,MX,1675304619
504,podzvizd,45.1742,15.8736,-4.0,94,10,1.86,BA,1675304619
505,mani,4.8172,-72.2886,25.99,40,8,2.61,CO,1675304171
506,ilyich,40.8464,68.5067,3.27,87,100,4.01,KZ,1675304619
507,whitianga,-36.8333,175.7,20.7,97,100,5.22,NZ,1675304620
508,waycross,31.2136,-82.354,19.03,96,75,0.0,US,1675304620
509,peniche,39.3558,-9.3811,8.03,71,0,2.94,PT,1675304620
510,arlit,18.7369,7.3853,17.07,16,11,4.07,NE,1675304464
511,yulara,-25.2406,130.9889,28.79,29,0,4.44,AU,1675304426
512,praia da vitoria,38.7333,-27.0667,12.64,100,20,1.28,PT,1675304621
513,bubaque,11.2833,-15.8333,25.38,60,1,6.46,GW,1675304621
514,tall kayf,37.0833,41.0667,6.88,85,99,4.26,TR,1675304621
515,fairbanks,64.8378,-147.7164,-10.66,83,100,2.57,US,1675304622
516,cedartown,34.0537,-85.255,8.49,89,100,0.99,US,1675304515
517,partizanskoye,55.5006,94.39,-23.03,99,97,1.79,RU,1675304622
518,stornoway,58.2093,-6.3865,7.18,97,75,2.06,GB,1675304622
519,sovetskoye,52.2861,85.4131,-19.92,100,90,1.22,RU,1675304363
520,midland,31.9974,-102.0779,-0.63,87,100,0.0,US,1675304449
521,sangmelima,2.9333,11.9833,18.42,95,6,1.23,CM,1675304623
522,komsomolskiy,40.4272,71.7189,-0.6,74,100,3.09,UZ,1675304623
523,ginir,7.1333,40.7,13.92,51,6,1.63,ET,1675304624
524,mufumbwe,-13.6833,24.8,17.5,99,100,1.63,ZM,1675304624
525,lima,-12.0432,-77.0282,26.06,71,0,6.69,PE,1675304154
526,kochinda,21.7333,84.35,13.86,19,50,0.9,IN,1675304624
527,ripky,51.801,31.0838,-0.03,98,100,5.13,UA,1675304625
528,tautira,-17.7333,-149.15,27.96,71,45,8.67,PF,1675304368
529,hasaki,35.7333,140.8333,8.22,39,100,6.85,JP,1675304625
530,hofn,64.2539,-15.2082,-2.4,75,92,4.94,IS,1675304625
531,kiunga,-6.1219,141.2906,26.44,84,100,0.89,PG,1675304626
532,marsa matruh,31.3525,27.2453,10.11,71,40,4.12,EG,1675304626
533,casino,-28.8667,153.05,30.99,42,69,1.72,AU,1675304626
534,piacabucu,-10.4056,-36.4344,24.92,85,31,2.85,BR,1675304627
535,okha,53.5739,142.9478,-23.81,90,76,5.39,RU,1675304627
536,mathathane,-22.2687,28.7495,21.31,75,62,2.23,BW,1675304627
537,vengerovo,55.6848,76.7471,-23.85,98,5,1.8,RU,1675304628
538,port hardy,50.6996,-127.4199,5.1,87,100,9.26,CA,1675304628
539,zemio,5.0314,25.1361,20.56,74,8,0.97,CF,1675304532
540,ondjiva,-17.0667,15.7333,19.84,76,98,1.29,AO,1675304629
541,nemuro,43.3236,145.575,-4.35,67,99,14.14,JP,1675304629
542,olimpia,-20.7372,-48.9147,22.14,90,100,1.82,BR,1675304629
543,marsaxlokk,35.8419,14.5431,12.34,76,0,2.57,MT,1675304629
544,magdagachi,53.45,125.8,-17.94,76,11,3.55,RU,1675304630
545,santo tomas,14.1079,121.1414,29.16,64,25,4.41,PH,1675304630
546,treinta y tres,-33.2333,-54.3833,20.21,93,16,3.64,UY,1675304630
547,anshun,26.25,105.9333,10.37,91,100,1.47,CN,1675304631
548,ailigandi,9.2333,-78.0167,25.9,76,98,7.22,PA,1675304631
549,manta,-0.95,-80.7333,26.88,78,75,3.6,EC,1675304631
550,vao,-22.6667,167.4833,26.69,77,23,2.88,NC,1675304632
551,miraflores,19.2167,-98.8083,18.36,49,0,2.09,MX,1675304632
552,cabedelo,-6.9811,-34.8339,27.37,82,8,3.89,BR,1675304632
553,kahului,20.8947,-156.47,26.65,81,20,2.57,US,1675304347
554,oyama,36.3,139.8,8.1,21,12,4.0,JP,1675304633
555,flinders,-34.5833,150.8552,29.58,66,20,4.02,AU,1675304633
556,kozhevnikovo,56.2589,83.9714,-24.73,100,71,1.03,RU,1675304633
557,melton,-37.6833,144.5833,20.91,56,41,8.6,AU,1675304634
558,takoradi,4.8845,-1.7554,25.6,91,0,2.4,GH,1675304634
559,svetlogorsk,52.6333,29.7333,0.34,97,100,4.83,BY,1675304634
560,kidal,18.4411,1.4078,19.53,12,99,3.4,ML,1675304635
561,naifaru,5.4444,73.3657,26.59,69,69,4.14,MV,1675304635
562,gao,16.6362,1.637,20.82,8,8,3.64,ML,1675303979
563,kayes,14.0,-11.0,24.44,12,3,2.44,ML,1675304636
564,bahir dar,11.5936,37.3908,17.07,35,61,1.29,ET,1675304636
565,jawhar,2.7809,45.5005,21.92,84,55,3.62,SO,1675304636
566,muzhi,65.3667,64.6667,-15.03,96,55,2.54,RU,1675304458
567,knysna,-34.0363,23.0471,17.67,81,14,1.54,ZA,1675304637
568,nizhniy chir,48.3597,43.0865,-0.86,86,100,2.02,RU,1675304637
569,shache,38.4167,77.2406,-7.76,88,100,1.06,CN,1675304638
570,marzuq,14.4,46.4667,16.23,48,9,1.64,YE,1675304638
571,fort nelson,58.8053,-122.7002,-24.23,77,0,4.12,CA,1675304440
572,pasighat,28.0667,95.3333,20.51,41,0,0.54,IN,1675304638
573,fallon,39.4735,-118.7774,1.93,62,75,1.54,US,1675304639
574,fiche,9.8,38.7333,10.03,39,86,1.23,ET,1675304639
575,grindavik,63.8424,-22.4338,1.26,93,100,16.98,IS,1675304639
576,nuuk,64.1835,-51.7216,-12.29,66,3,2.68,GL,1675304576
577,kyren,51.6828,102.1408,-14.64,84,23,0.35,RU,1675304640
578,novo aripuana,-5.1206,-60.3797,22.91,94,73,1.1,BR,1675304542
579,ushtobe,45.2514,77.9838,-9.53,82,95,3.95,KZ,1675304640
580,methoni,36.8197,21.7049,6.79,65,2,5.77,GR,1675304640
581,loikaw,19.6742,97.2094,22.48,44,4,0.67,MM,1675304641
582,manjeshwar,12.7194,74.8861,23.31,60,100,3.13,IN,1675304641
583,eyl,7.9803,49.8164,22.55,73,10,6.25,SO,1675304641
584,dondo,-19.6094,34.7431,22.73,83,54,0.89,MZ,1675304642
585,dole,47.0833,5.5,5.95,81,0,3.09,FR,1675304642
586,aykhal,66.0,111.5,-32.18,100,97,1.78,RU,1675304643
587,henties bay,-22.116,14.2845,17.05,90,100,2.22,NA,1675304349
588,iacu,-12.7672,-40.2117,21.55,80,0,1.02,BR,1675304643
589,chipinge,-20.1883,32.6236,16.41,94,53,1.72,ZW,1675304644
590,kuantan,3.8077,103.326,26.06,89,40,4.63,MY,1675304644
591,antofagasta,-23.65,-70.4,20.6,81,24,2.06,CL,1675304644
592,balykshi,47.0667,51.8667,-3.0,80,40,4.0,KZ,1675304645
593,belaya gora,68.5333,146.4167,-26.3,97,97,0.92,RU,1675304479
594,coihaique,-45.5752,-72.0662,14.97,51,0,2.06,CL,1675304645
595,inhambane,-23.865,35.3833,24.03,73,10,3.58,MZ,1675304645
596,kawambwa,-9.7915,29.0791,15.32,93,62,0.83,ZM,1675304646
597,gazli,40.1333,63.45,4.2,91,14,6.33,UZ,1675304646
598,strezhevoy,60.7333,77.5889,-17.19,100,98,2.02,RU,1675304646
599,kiknur,57.3034,47.2011,-10.6,95,92,4.24,RU,1675304647
600,kunjah,32.5285,73.9737,9.02,41,100,2.45,PK,1675304647
601,amuntai,-2.4177,115.2494,24.75,95,100,0.12,ID,1675304530
602,egyek,47.6333,20.9,3.32,77,100,7.25,HU,1675304648
603,colares,38.7992,-9.4469,10.18,69,0,5.81,PT,1675304648
604,westport,41.1415,-73.3579,0.46,49,0,4.12,US,1675304649
605,homer,59.6425,-151.5483,2.09,92,100,2.68,US,1675304498
606,nago,26.5881,127.9761,21.47,75,96,5.03,JP,1675304649
